Index,Time,((Motor_LK[0]).PID_Angle).Target,((Motor_LK[0]).PID_Angle).Measure
692,0.692054,0,0.00219321251
693,0.693052,0,0.00219321251
694,0.694055,0,0.00219321251
695,0.695053,0,0.00219321251
696,0.696063,0,0.00219321251
697,0.697054,0,0.00219321251
698,0.698050,0,0.00209736824
699,0.699049,0,0.00200152397
700,0.700057,0,0.0019056797
701,0.701056,0,0.00171399117
702,0.702052,0,0.00171399117
703,0.703051,0,0.00152230263
704,0.704055,0,0.00133061409
705,0.705055,0,0.00123476982
706,0.706051,0,0.00113892555
707,0.707062,0,0.000947237015
708,0.708054,0,0.000755548477
709,0.709061,0,0.000659704208
710,0.710052,0,0.00056385994
711,0.711052,0,0.000372171402
712,0.712056,0,0.000276327133
713,0.713055,0,0.000180482864
714,0.714051,0,0.000180482864
715,0.715050,0,8.67843628e-05
716,0.716055,0,8.67843628e-05
717,0.717070,0,-9.05990601e-06
718,0.718053,0,-0.000104904175
719,0.719050,0,-0.000200748444
720,0.720052,0,-0.000296592712
721,0.721056,0,-0.000296592712
722,0.722056,0,-0.000296592712
723,0.723052,0,-0.000296592712
724,0.724051,0,-0.000296592712
725,0.725055,0,-0.000200748444
726,0.726055,0,-9.05990601e-06
727,0.727051,0,0.000180244446
728,0.728059,0,0.00056385994
729,0.729056,0,0.000947475433
730,0.730054,0,0.00133109093
731,0.731052,0,0.00152277946
732,0.732056,0,0.00161862373
733,0.733054,0,0.00181031227
734,0.734049,0,0.00190615654
735,0.735055,0,0.00200200081
736,0.736051,0,0.00219368935
737,0.737057,0,0.00219368935
738,0.738064,0,0.00219368935
739,0.739054,0,0.00219368935
740,0.740053,0,0.00219368935
741,0.741052,0,0.00219368935
742,0.742055,0,0.00209784508
743,0.743053,0,0.00190615654
744,0.744056,0,0.00190615654
745,0.745054,0,0.001714468
746,0.746049,0,0.00161862373
747,0.747055,0,0.00152277946
748,0.748051,0,0.00133109093
749,0.749063,0,0.00113940239
750,0.750049,0,0.000947713852
751,0.751053,0,0.000851869583
752,0.752051,0,0.000756025314
753,0.753054,0,0.000564336777
754,0.754052,0,0.000372648239
755,0.755055,0,0.000372648239
756,0.756054,0,0.000180959702
757,0.757049,0,0.000180959702
758,0.758055,0,8.72612e-05
759,0.759063,0,8.72612e-05
760,0.760056,0,-0.000104427338
761,0.761052,0,-0.000104427338
762,0.762050,0,-0.000200271606
763,0.763054,0,-0.000296115875
764,0.764054,0,-0.000296115875
765,0.765050,0,-0.000296115875
766,0.766057,0,-0.000296115875
767,0.767053,0,-0.000296115875
768,0.768052,0,-0.000200271606
769,0.769062,0,8.72612e-05
770,0.770058,0,0.000180721283
771,0.771053,0,0.000564336777
772,0.772049,0,0.000947952271
773,0.773056,0,0.00123548508
774,0.774052,0,0.00142717361
775,0.775052,0,0.00152301788
776,0.776055,0,0.00161886215
777,0.777055,0,0.00171470642
778,0.778051,0,0.00181055069
779,0.779050,0,0.00181055069
780,0.780189,0,0.00181055069
781,0.781049,0,0.00181055069
782,0.782054,0,0.00181055069
783,0.783053,0,0.00181055069
784,0.784057,0,0.00181055069
785,0.785056,0,0.00171470642
786,0.786052,0,0.00171470642
787,0.787051,0,0.00152301788
788,0.788056,0,0.00133132935
789,0.789055,0,0.00123548508
790,0.790054,0,0.00113964081
791,0.791061,0,0.000947952271
792,0.792055,0,0.000756263733
793,0.793051,0,0.000564575195
794,0.794056,0,0.000372886658
795,0.795050,0,0.000372886658
796,0.796057,0,0.00018119812
797,0.797052,0,0.00018119812
798,0.798050,0,8.74996185e-05
799,0.799053,0,8.74996185e-05
800,0.800055,0,-0.000104188919
801,0.801062,0,-0.000104188919
802,0.802052,0,-0.000200033188
803,0.803056,0,-0.000295877457
804,0.804055,0,-0.000295877457
805,0.805050,0,-0.000295877457
806,0.806056,0,-0.000295877457
807,0.807051,0,-0.000295877457
808,0.808049,0,-0.000200033188
809,0.809052,0,-8.34465027e-06
810,0.810054,0,8.51154327e-05
811,0.811081,0,0.000468730927
812,0.812056,0,0.00085234642
813,0.813051,0,0.00123596191
814,0.814050,0,0.00152349472
815,0.815053,0,0.00161933899
816,0.816051,0,0.00181102753
817,0.817054,0,0.0019068718
818,0.818052,0,0.00200271606
819,0.819055,0,0.0021944046
820,0.820049,0,0.0021944046
821,0.821052,0,0.0021944046
822,0.822063,0,0.0021944046
823,0.823053,0,0.0021944046
824,0.824057,0,0.0021944046
825,0.825055,0,0.00209856033
826,0.826059,0,0.00209856033
827,0.827050,0,0.0019068718
828,0.828054,0,0.00181102753
829,0.829052,0,0.00171518326
830,0.830079,0,0.00152349472
831,0.831177,0,0.00142765045
832,0.832103,0,0.00133180618
833,0.833054,0,0.00114011765
834,0.834053,0,0.000948429108
835,0.835049,0,0.00075674057
836,0.836057,0,0.000660896301
837,0.837053,0,0.000565052032
838,0.838052,0,0.000373363495
